id,reply_time,full_resolution_time,num_replies,is_issue_solved,is_rerouted,is_promoter,group_number,agent,manager,site
46505,283,283,1,1,0,1,2,Elza Gunnells Ê,Loura Wemple Ê,Willow
46506,263,263,1,1,1,1,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
46507,327,441,2,1,1,1,2,Lynette Esses Ê,Loura Wemple Ê,Willow
46508,288,3244,2,1,1,1,2,Gina Hutson Ê,Junie Grahn Ê,Willow
46509,255,255,1,1,1,1,2,Jong Fikes Ê,Jessie Tsan Ê,Willow
46510,282,1955,2,1,0,1,2,Isaura Salters Ê,Meagan Dale Ê,Willow
46511,246,246,1,1,0,1,2,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
46512,282,282,1,1,0,1,2,Luciana Rampton Ê,Carlos Speaker Ê,Willow
46513,312,312,1,1,1,0,2,Ezra Ayer Ê,Jessie Tsan Ê,Willow
46514,332,4684,5,1,0,1,9,Nadia Labrecque Ê,Gracie Shehorn Ê,Willow
46515,305,305,1,1,1,1,2,Olive Kuester Ê,Preston Perreault Ê,Willow
46516,267,267,1,1,1,1,2,Pia Hine Ê,Cheryll Minaya Ê,Cypress
46517,312,312,1,1,1,1,2,Santa Tineo Ê,Gracie Shehorn Ê,Willow
46518,304,304,1,1,1,1,2,Gisele Darley Ê,Wilbert Macke Ê,Cypress
46519,307,598,2,1,1,1,2,Dorethea Martucci Ê,Irish Mcmillin Ê,Cypress
46520,282,282,1,0,0,0,2,Jessika Felan Ê,Lauran Kestler Ê,Orangewood
46521,305,305,1,1,1,1,2,Bill Francis Ê,Ahmed Sykes Ê,Pine
46522,293,293,1,1,1,1,2,Deeann Woodall Ê,Lauran Kestler Ê,Orangewood
46523,292,292,1,1,0,1,2,Quinton Doner Ê,Alec Hassell Ê,Sequoia
46524,298,298,1,1,1,1,2,Jerica Rojas Ê,Carlos Speaker Ê,Willow
46525,283,415,2,1,0,0,2,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
46526,273,1405,2,0,1,1,2,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
46527,283,283,1,1,0,1,2,Wendell Pajak Ê,Meagan Dale Ê,Willow
46528,283,283,1,1,0,1,2,Brittny Reuther Ê,Ahmed Sykes Ê,Pine
46529,248,331,2,1,1,1,2,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
46530,277,277,1,1,1,1,2,Elena Parm Ê,Kermit Beck Ê,Cypress
46531,310,310,1,1,1,1,2,Santa Tineo Ê,Gracie Shehorn Ê,Willow
46532,287,287,1,1,1,1,2,Deedee Heidt Ê,Jackie Zuccaro Ê,Sequoia
46533,244,244,1,1,0,1,2,Amina Sergent Ê,Antonio Kaspar Ê,Orangewood
46534,289,289,1,1,1,1,2,Tammie Wallingford Ê,Junie Grahn Ê,Willow
46535,284,284,1,1,1,1,2,Anitra Brightwell Ê,Earnest Levitsky Ê,Sequoia
46536,281,1465,2,1,0,1,2,Deon Gawronski Ê,Cheryll Minaya Ê,Cypress
46537,281,281,1,1,1,1,2,Teresita Nader Ê,Ahmed Sykes Ê,Pine
46538,296,296,1,1,1,1,2,Curtis Wilsey Ê,Gracie Shehorn Ê,Willow
46539,273,273,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46540,244,244,1,1,0,1,2,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
46541,305,482,2,1,1,1,2,Pearline Trinkle Ê,Cheryll Minaya Ê,Cypress
46542,303,1521,2,1,1,1,2,Isaura Salters Ê,Meagan Dale Ê,Willow
46543,304,304,1,1,1,1,2,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
46544,312,312,2,1,1,1,2,Rufus Seyal Ê,Bart Huth Ê,Orangewood
46545,300,300,1,0,1,0,2,Tenesha Beveridge Ê,Earnest Levitsky Ê,Sequoia
46546,285,285,1,1,0,1,2,Anglea Jerabek Ê,Gracie Shehorn Ê,Willow
46547,278,278,1,1,0,1,2,Brittny Reuther Ê,Ahmed Sykes Ê,Pine
46548,300,300,1,1,1,1,2,Barb Gess Ê,Wilbert Macke Ê,Cypress
46549,255,255,1,1,1,1,2,Michelina Kawamoto Ê,Junie Grahn Ê,Willow
46550,287,287,1,1,0,1,2,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
46551,281,594,2,1,1,1,2,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
46552,285,285,1,1,0,1,2,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
46553,252,252,1,1,0,1,2,Jenee Manos Ê,Cheryll Minaya Ê,Cypress
46554,266,266,1,0,1,0,2,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
46555,281,1747,2,1,0,1,2,Robby Vasquez Ê,Jessie Tsan Ê,Willow
46556,284,284,1,1,1,1,2,Agripina Wang Ê,Gracie Shehorn Ê,Willow
46557,278,278,1,1,0,1,2,Lavelle Easterly Ê,Preston Perreault Ê,Willow
46558,280,280,1,1,0,1,2,Kali Due Ê,Jessie Tsan Ê,Willow
46559,280,280,1,1,0,1,2,Georgianne Bullington Ê,Preston Perreault Ê,Willow
46560,289,289,1,1,1,1,2,Wilhelmina Perine Ê,Bart Huth Ê,Orangewood
46561,322,1484,2,1,0,1,2,Nell Orwig Ê,Carlos Speaker Ê,Willow
46562,324,324,1,1,1,1,2,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
46563,256,256,1,1,1,1,2,Rachele Meunier Ê,Cheryll Minaya Ê,Cypress
46564,250,250,1,1,1,1,2,Lavelle Easterly Ê,Preston Perreault Ê,Willow
46565,269,269,1,1,1,1,2,Wilbert Sayer Ê,Cheryll Minaya Ê,Cypress
46566,279,279,1,1,0,1,2,Audria Reavis Ê,Kermit Beck Ê,Cypress
46567,279,279,1,1,0,0,2,Alvera Spagnoli Ê,Janette Westfield Ê,Sequoia
46568,276,4486,4,0,1,0,9,Florrie Daniels Ê,Wilbert Macke Ê,Cypress
46569,271,271,1,1,0,1,2,Temika Cloninger Ê,Bart Huth Ê,Orangewood
46570,325,488,3,1,0,1,2,Solange Radosevich Ê,Bart Huth Ê,Orangewood
46571,245,245,1,1,1,1,2,Coleen Bockelman Ê,Alec Hassell Ê,Sequoia
46572,279,279,1,1,0,1,2,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
46573,249,478,2,1,1,1,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
46574,281,281,1,1,0,1,2,Taylor Wildman Ê,Cheryll Minaya Ê,Cypress
46575,129,129,1,1,1,1,2,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
46576,263,263,1,1,1,1,2,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
46577,279,487,2,1,1,1,2,Corrin Longmore Ê,Preston Perreault Ê,Willow
46578,269,269,1,1,1,0,2,Terisa Reith Ê,Junie Grahn Ê,Willow
46579,255,255,1,1,1,1,2,Rocco Canipe Ê,Jackie Zuccaro Ê,Sequoia
46580,266,266,1,1,1,1,2,Robyn Arterburn Ê,Wilbert Macke Ê,Cypress
46581,248,248,1,1,1,1,2,Darlene Hellard Ê,Kermit Beck Ê,Cypress
46582,301,301,1,1,1,0,2,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
46583,272,512,2,1,1,1,2,Hilaria Holdaway Ê,Alec Hassell Ê,Sequoia
46584,252,252,1,1,1,1,2,Juliet Grier Ê,Loura Wemple Ê,Willow
46585,244,1767,2,1,1,1,2,Concetta Bruner Ê,Bart Huth Ê,Orangewood
46586,297,297,1,1,1,1,2,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
46587,301,1903,2,1,1,1,2,Robyn Arterburn Ê,Wilbert Macke Ê,Cypress
46588,301,4590,3,1,1,1,2,Shenika Wolery Ê,Earnest Levitsky Ê,Sequoia
46589,274,274,1,1,1,1,2,Terisa Sweat Ê,Bart Huth Ê,Orangewood
46590,298,298,1,1,1,1,2,Leonel Markowitz Ê,Jessie Tsan Ê,Willow
46591,292,292,1,1,1,1,2,Blossom Stmartin Ê,Irish Mcmillin Ê,Cypress
46592,256,256,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46593,320,320,1,1,1,1,2,Elna Calahan Ê,Jessie Tsan Ê,Willow
46594,307,307,1,1,1,1,2,Beryl Weyandt Ê,Preston Perreault Ê,Willow
46595,281,1983,2,1,0,1,2,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
46596,272,272,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46597,281,281,1,1,1,1,2,Olive Kuester Ê,Preston Perreault Ê,Willow
46598,303,303,1,1,0,1,7,Rachele Lainez Ê,Irish Mcmillin Ê,Cypress
46599,284,1934,2,1,1,1,2,Lynette Esses Ê,Loura Wemple Ê,Willow
46600,282,282,1,1,1,1,2,Terisa Sweat Ê,Bart Huth Ê,Orangewood
46601,257,257,1,1,1,1,2,Tenesha Beveridge Ê,Earnest Levitsky Ê,Sequoia
46602,281,281,1,1,0,1,2,Nadia Labrecque Ê,Gracie Shehorn Ê,Willow
46603,281,281,1,1,0,1,2,Elia Ketcher Ê,Earnest Levitsky Ê,Sequoia
46604,283,283,1,1,0,1,2,Pandora Fleener Ê,Junie Grahn Ê,Willow
46605,254,435,2,1,1,1,2,Michelina Bartolotta Ê,Kermit Beck Ê,Cypress
46606,267,267,1,1,1,1,2,Constance Anker Ê,Irish Mcmillin Ê,Cypress
46607,286,286,1,1,1,1,2,Peg Servantes Ê,Gracie Shehorn Ê,Willow
46608,142,142,1,1,1,1,4,Riva Boes Ê,Bart Huth Ê,Orangewood
46609,246,246,1,1,1,1,2,Florinda Alpers Ê,Carlos Speaker Ê,Willow
46610,263,263,1,1,1,1,2,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
46611,282,282,1,1,0,1,2,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
46612,265,265,1,1,0,1,2,Kathe Bumbalough Ê,Loura Wemple Ê,Willow
46613,283,283,1,1,0,1,2,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
46614,252,252,1,1,1,1,2,Esta Mead Ê,Gracie Shehorn Ê,Willow
46615,243,1657,2,1,1,1,2,Whitley Tweedie Ê,Claude Rasch Ê,Willow
46616,244,244,1,1,1,1,2,Sherley Brode Ê,Loura Wemple Ê,Willow
46617,285,285,1,1,1,1,2,Darcie Gravley Ê,Ahmed Sykes Ê,Pine
46618,306,306,1,1,1,1,2,Wilfred Stickland Ê,Cheryll Minaya Ê,Cypress
46619,269,1689,2,1,1,0,2,Kenton Lossing Ê,Janette Westfield Ê,Sequoia
46620,297,3245,2,1,1,1,2,Nora Hackney Ê,Kermit Beck Ê,Cypress
46621,281,281,1,1,0,1,2,Anthony Shevlin Ê,Jessie Tsan Ê,Willow
46622,67,148,2,1,0,1,2,Emily Remsen Ê,Jessie Tsan Ê,Willow
46623,260,610,2,1,1,1,2,Nadia Labrecque Ê,Gracie Shehorn Ê,Willow
46624,254,1714,3,0,1,0,2,Chanel Gammill Ê,Antonio Kaspar Ê,Orangewood
46625,254,254,1,1,1,1,2,Raguel Coupe Ê,Junie Grahn Ê,Willow
46626,279,279,1,1,0,1,2,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
46627,293,293,1,1,1,1,2,Amina Sergent Ê,Antonio Kaspar Ê,Orangewood
46628,298,298,1,1,1,1,2,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
46629,280,280,1,1,0,1,2,Shanell Drewry Ê,Janette Westfield Ê,Sequoia
46630,279,279,1,1,1,1,2,Luciana Rampton Ê,Carlos Speaker Ê,Willow
46631,282,282,1,1,0,1,2,Georgene Burnham Ê,Meagan Dale Ê,Willow
46632,242,639,2,1,1,1,2,Justin Vera Ê,Kermit Beck Ê,Cypress
46633,289,289,1,1,1,1,2,Elena Parm Ê,Kermit Beck Ê,Cypress
46634,262,262,1,1,1,1,2,Idell Macaulay Ê,Gracie Shehorn Ê,Willow
46635,254,254,1,1,1,1,2,Josephina Rhea Ê,Lauran Kestler Ê,Orangewood
46636,277,391,2,1,1,1,2,Darlene Hellard Ê,Kermit Beck Ê,Cypress
46637,287,287,1,1,1,1,2,Eldon Fuller Ê,Claude Rasch Ê,Willow
46638,250,1885,2,1,0,1,2,Pearline Trinkle Ê,Cheryll Minaya Ê,Cypress
46639,247,247,1,0,1,0,2,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
46640,248,248,1,1,1,1,2,Kandace Foxx Ê,Jessie Tsan Ê,Willow
46641,291,291,1,1,1,1,2,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
46642,279,279,1,1,0,1,2,Deon Gawronski Ê,Cheryll Minaya Ê,Cypress
46643,243,1605,2,0,1,0,2,Jann Overson Ê,Preston Perreault Ê,Willow
46644,261,261,1,1,1,1,2,Juliet Grier Ê,Loura Wemple Ê,Willow
46645,289,289,1,1,1,1,2,Darcie Gravley Ê,Ahmed Sykes Ê,Pine
46646,282,738,2,1,0,1,2,Beryl Weyandt Ê,Preston Perreault Ê,Willow
46647,293,293,1,1,1,1,2,Kary Carlucci Ê,Kermit Beck Ê,Cypress
46648,251,251,1,1,1,1,2,Constance Anker Ê,Irish Mcmillin Ê,Cypress
46649,251,549,2,1,0,1,2,Marisol Shurtliff Ê,Earnest Levitsky Ê,Sequoia
46650,247,247,1,1,1,1,2,Isaura Salters Ê,Meagan Dale Ê,Willow
46651,269,269,1,1,0,1,2,Steven Salters Ê,Irish Mcmillin Ê,Cypress
46652,284,648,2,1,1,1,2,Grayce Dobson Ê,Loura Wemple Ê,Willow
46653,268,268,1,1,0,1,2,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
46654,243,1647,2,1,1,0,2,Glen Plumb Ê,Ahmed Sykes Ê,Pine
46655,264,264,1,1,1,1,2,Kazuko Houge Ê,Antonio Kaspar Ê,Orangewood
46656,284,284,1,1,1,1,2,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
46657,253,253,1,1,1,1,2,Pandora Fleener Ê,Junie Grahn Ê,Willow
46658,249,249,1,1,1,1,2,Lavelle Easterly Ê,Preston Perreault Ê,Willow
46659,268,268,1,0,0,0,2,Constance Anker Ê,Irish Mcmillin Ê,Cypress
46660,267,267,1,1,0,1,2,Concetta Bruner Ê,Bart Huth Ê,Orangewood
46661,250,250,1,1,1,1,2,Rachele Meunier Ê,Cheryll Minaya Ê,Cypress
46662,280,648,2,1,1,1,2,Georgianne Bullington Ê,Preston Perreault Ê,Willow
46663,286,286,1,1,1,1,2,Santa Tineo Ê,Gracie Shehorn Ê,Willow
46664,253,253,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46665,266,266,1,1,0,1,2,Jong Fikes Ê,Jessie Tsan Ê,Willow
46666,306,306,1,1,1,0,2,Tempie Enger Ê,Irish Mcmillin Ê,Cypress
46667,300,300,1,1,1,1,2,Maryann Dycus Ê,Claude Rasch Ê,Willow
46668,257,257,1,1,1,1,2,Raguel Coupe Ê,Junie Grahn Ê,Willow
46669,255,255,1,1,1,1,2,Curtis Wilsey Ê,Gracie Shehorn Ê,Willow
46670,89,349,2,1,0,1,2,Jerica Rojas Ê,Carlos Speaker Ê,Willow
46671,230,623,3,1,1,1,2,Myrtie Revell Ê,Preston Perreault Ê,Willow
46672,266,266,1,1,1,1,2,Kenyetta Neagle Ê,Cheryll Minaya Ê,Cypress
46673,239,239,1,1,1,1,2,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
46674,288,288,1,1,1,1,2,Terisa Reith Ê,Junie Grahn Ê,Willow
46675,281,281,1,1,1,1,2,Glen Plumb Ê,Ahmed Sykes Ê,Pine
46676,281,281,1,1,1,1,2,Ezra Ayer Ê,Jessie Tsan Ê,Willow
46677,286,286,1,1,1,1,2,Alfredo Coard Ê,Irish Mcmillin Ê,Cypress
46678,271,271,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46679,271,271,1,1,1,1,2,Joel Prada Ê,Loura Wemple Ê,Willow
46680,256,256,1,0,1,0,2,Kitty Dorman Ê,Lauran Kestler Ê,Orangewood
46681,124,124,1,1,0,1,7,Maryann Dycus Ê,Claude Rasch Ê,Willow
46682,298,298,2,1,1,1,2,Berna Nunes Ê,Antonio Kaspar Ê,Orangewood
46683,239,563,2,1,1,1,2,Gisele Darley Ê,Wilbert Macke Ê,Cypress
46684,238,238,1,1,1,1,2,Leoma Coletti Ê,Junie Grahn Ê,Willow
46685,284,284,1,1,1,1,2,Cindi Cartier Ê,Lauran Kestler Ê,Orangewood
46686,295,295,1,1,1,1,2,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
46687,265,265,1,1,0,1,2,Romaine Gholston Ê,Gracie Shehorn Ê,Willow
46688,305,305,1,1,1,1,2,Ewa Felmlee Ê,Cheryll Minaya Ê,Cypress
46689,256,256,1,1,1,1,2,Akilah Saidi Ê,Irish Mcmillin Ê,Cypress
46690,265,265,1,1,0,1,2,Santa Tineo Ê,Gracie Shehorn Ê,Willow
46691,265,1405,2,1,0,1,2,Delora Hersom Ê,Junie Grahn Ê,Willow
46692,272,272,1,1,1,1,2,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
46693,122,215,2,1,1,1,2,Madelene Aucoin Ê,Meagan Dale Ê,Willow
46694,264,711,2,1,0,1,2,Yahaira Hazelip Ê,Earnest Levitsky Ê,Sequoia
46695,292,292,1,1,1,1,2,Palmer Bothwell Ê,Ahmed Sykes Ê,Pine
46696,237,1845,2,1,1,1,2,Shelly Minger Ê,Jackie Zuccaro Ê,Sequoia
46697,265,265,1,1,1,1,2,Matthew Boze Ê,Antonio Kaspar Ê,Orangewood
46698,267,267,1,1,1,1,2,Alexandria Rumery Ê,Cheryll Minaya Ê,Cypress
46699,251,251,1,1,1,1,2,Alvera Spagnoli Ê,Janette Westfield Ê,Sequoia
46700,259,259,1,1,0,1,2,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
46701,255,1419,2,1,1,1,2,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
46702,241,241,1,1,1,1,2,Kali Due Ê,Jessie Tsan Ê,Willow
46703,232,232,1,1,1,1,2,Tenesha Beveridge Ê,Earnest Levitsky Ê,Sequoia
46704,269,2022,3,1,1,1,2,Terisa Reith Ê,Junie Grahn Ê,Willow
46705,270,270,1,1,1,1,2,Gisele Darley Ê,Wilbert Macke Ê,Cypress
46706,277,277,1,1,1,1,2,Constance Anker Ê,Irish Mcmillin Ê,Cypress
46707,258,258,1,1,0,1,2,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
46708,251,251,1,1,1,1,2,Aura Korman Ê,Bart Huth Ê,Orangewood
46709,275,275,1,1,1,1,2,Taylor Wildman Ê,Cheryll Minaya Ê,Cypress
46710,261,261,1,1,1,1,2,Tammie Wallingford Ê,Junie Grahn Ê,Willow
46711,281,281,1,1,1,1,2,Gisele Darley Ê,Wilbert Macke Ê,Cypress
46712,241,241,1,1,1,1,2,Sherley Brode Ê,Loura Wemple Ê,Willow
46713,292,719,2,1,1,1,2,Stella Hintzen Ê,Cheryll Minaya Ê,Cypress
46714,234,234,1,1,1,1,2,Hector Knepper Ê,Claude Rasch Ê,Willow
46715,270,270,1,1,1,1,2,Thad Dutra Ê,Bart Huth Ê,Orangewood
46716,252,252,1,1,1,1,2,Tenesha Beveridge Ê,Earnest Levitsky Ê,Sequoia
46717,242,438,2,0,1,0,2,Alvera Spagnoli Ê,Janette Westfield Ê,Sequoia
46718,261,583,2,1,0,1,2,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
46719,251,251,1,1,1,1,2,Pandora Fleener Ê,Junie Grahn Ê,Willow
46720,270,270,1,1,1,1,2,Signe Vaca Ê,Cheryll Minaya Ê,Cypress
46721,227,227,1,1,1,1,2,Esta Mead Ê,Gracie Shehorn Ê,Willow
46722,238,238,1,1,1,1,2,Allison Wroten Ê,Meagan Dale Ê,Willow
46723,302,302,1,0,1,0,2,Elia Ketcher Ê,Earnest Levitsky Ê,Sequoia
46724,257,257,1,1,0,1,2,Terisa Sweat Ê,Bart Huth Ê,Orangewood
46725,284,284,1,1,1,1,2,Shala Kron Ê,Carlos Speaker Ê,Willow
46726,231,231,1,1,1,1,2,Akilah Saidi Ê,Irish Mcmillin Ê,Cypress
46727,228,228,1,1,1,1,2,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
46728,283,715,2,1,1,1,2,Aleisha Vossler Ê,Carlos Speaker Ê,Willow
46729,255,255,1,1,0,1,2,Lahoma Fillman Ê,Irish Mcmillin Ê,Cypress
46730,258,258,1,1,0,1,2,Yahaira Hazelip Ê,Earnest Levitsky Ê,Sequoia
46731,286,286,1,1,1,1,2,Alyson Ricci Ê,Earnest Levitsky Ê,Sequoia
46732,251,251,1,1,1,0,2,Isaura Salters Ê,Meagan Dale Ê,Willow
46733,258,258,1,1,0,1,2,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
46734,297,297,1,1,1,1,2,Ezra Ayer Ê,Jessie Tsan Ê,Willow
46735,278,1516,2,1,1,1,2,Jonathan Calvin Ê,Kermit Beck Ê,Cypress
46736,234,234,1,1,1,1,2,Dedra Bird Ê,Antonio Kaspar Ê,Orangewood
46737,232,232,1,1,1,1,2,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
46738,227,227,1,1,1,1,2,Jeanne Gleaves Ê,Janette Westfield Ê,Sequoia
46739,291,291,1,1,0,1,2,Jessika Felan Ê,Lauran Kestler Ê,Orangewood
46740,256,256,1,1,0,1,2,Christoper Recalde Ê,Lauran Kestler Ê,Orangewood
46741,299,299,1,1,1,1,2,Shenika Wolery Ê,Earnest Levitsky Ê,Sequoia
46742,248,248,1,1,0,1,2,Jaclyn Beckford Ê,Bart Huth Ê,Orangewood
46743,273,273,1,1,1,1,2,Latrina Foutz Ê,Jackie Zuccaro Ê,Sequoia
46744,253,253,1,1,0,1,2,Jong Fikes Ê,Jessie Tsan Ê,Willow
46745,253,253,1,1,0,1,2,Rhoda Shrout Ê,Claude Rasch Ê,Willow
46746,221,221,1,1,0,1,2,Audria Reavis Ê,Kermit Beck Ê,Cypress
46747,278,278,1,1,1,1,2,Beryl Weyandt Ê,Preston Perreault Ê,Willow
46748,253,253,1,1,1,1,2,Mayme Plouffe Ê,Janette Westfield Ê,Sequoia
46749,244,244,1,1,1,1,2,Marceline Barkley Ê,Jackie Zuccaro Ê,Sequoia
46750,248,3381,2,0,1,0,9,Beatrice Dula Ê,Irish Mcmillin Ê,Cypress
46751,219,219,1,1,1,1,2,Pandora Fleener Ê,Junie Grahn Ê,Willow
46752,251,251,1,0,0,0,2,Magdalene Mershon Ê,Bart Huth Ê,Orangewood
46753,246,246,1,1,0,1,2,Elenore Dittrich Ê,Wilbert Macke Ê,Cypress
46754,253,253,1,1,1,1,2,Matthew Boze Ê,Antonio Kaspar Ê,Orangewood
46755,234,1748,2,1,1,1,2,Maryann Dycus Ê,Claude Rasch Ê,Willow
46756,96,96,1,1,1,1,9,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
46757,268,448,2,1,1,1,2,Alpha Mitchum Ê,Gracie Shehorn Ê,Willow
46758,225,225,1,1,1,1,2,Kendra Caliendo Ê,Wilbert Macke Ê,Cypress
46759,258,455,2,1,1,1,2,Breanne Anzaldua Ê,Jackie Zuccaro Ê,Sequoia
46760,253,253,1,1,0,1,2,Daniella Creswell Ê,Loura Wemple Ê,Willow
46761,239,1943,2,1,1,1,2,Glen Plumb Ê,Ahmed Sykes Ê,Pine
46762,224,224,1,1,1,1,2,Barb Gess Ê,Wilbert Macke Ê,Cypress
46763,253,438,2,1,0,1,2,Elna Calahan Ê,Jessie Tsan Ê,Willow
46764,217,217,1,1,0,1,7,Elza Gunnells Ê,Loura Wemple Ê,Willow
46765,235,764,2,1,1,1,2,Wilfred Stickland Ê,Cheryll Minaya Ê,Cypress
46766,224,224,1,1,1,1,2,Alesha Eis Ê,Jackie Zuccaro Ê,Sequoia
46767,244,244,1,1,0,1,2,Emely Depaul Ê,Claude Rasch Ê,Willow
46768,252,252,1,1,1,1,2,Keila Vance Ê,Claude Rasch Ê,Willow
46769,263,263,1,0,1,0,2,Hilaria Holdaway Ê,Alec Hassell Ê,Sequoia
46770,247,247,1,1,1,1,2,Lavelle Easterly Ê,Preston Perreault Ê,Willow
46771,221,221,1,1,0,1,2,Angle Grasser Ê,Earnest Levitsky Ê,Sequoia
46772,252,252,1,1,0,1,2,Pandora Fleener Ê,Junie Grahn Ê,Willow
46773,239,239,1,1,1,1,2,Raymonde Grist Ê,Irish Mcmillin Ê,Cypress
46774,247,247,1,1,0,1,2,Raymonde Grist Ê,Irish Mcmillin Ê,Cypress
46775,140,140,1,1,0,1,7,Myrl Bickerstaff Ê,Lauran Kestler Ê,Orangewood
46776,260,5829,3,1,0,1,2,Leoma Coletti Ê,Junie Grahn Ê,Willow
46777,281,281,1,1,1,1,2,Elenora Crum Ê,Earnest Levitsky Ê,Sequoia
46778,218,218,1,1,0,1,2,Curtis Wilsey Ê,Gracie Shehorn Ê,Willow
46779,294,294,1,1,1,1,2,Pia Hine Ê,Cheryll Minaya Ê,Cypress
46780,260,260,1,1,0,1,2,Anitra Brightwell Ê,Earnest Levitsky Ê,Sequoia
46781,227,932,2,1,1,1,2,Chanel Gammill Ê,Antonio Kaspar Ê,Orangewood
46782,244,755,2,1,1,1,2,Latashia Kirst Ê,Irish Mcmillin Ê,Cypress
46783,260,260,1,1,0,1,2,Maragaret Blanke Ê,Lauran Kestler Ê,Orangewood
46784,212,212,1,1,0,1,2,Herma Sidler Ê,Loura Wemple Ê,Willow
46785,247,247,1,1,1,1,2,Justin Vera Ê,Kermit Beck Ê,Cypress
46786,264,264,1,1,1,1,2,Glen Plumb Ê,Ahmed Sykes Ê,Pine
46787,4496,5825,4,1,1,1,8,Rickey Styron Ê,Bart Huth Ê,Orangewood
46788,222,222,1,1,1,1,2,Teresita Nader Ê,Ahmed Sykes Ê,Pine
46789,247,247,1,1,1,1,2,Deedee Heidt Ê,Jackie Zuccaro Ê,Sequoia
46790,245,875,3,1,0,1,2,Taylor Wildman Ê,Cheryll Minaya Ê,Cypress
46791,260,260,1,1,1,1,2,Ghislaine Stump Ê,Loura Wemple Ê,Willow
46792,227,227,1,1,1,1,2,Jerica Rojas Ê,Carlos Speaker Ê,Willow
46793,235,235,1,1,1,1,2,Krishna Bosarge Ê,Kermit Beck Ê,Cypress
46794,237,237,1,1,1,1,2,Sherie Hessel Ê,Jessie Tsan Ê,Willow
46795,261,261,1,0,0,0,2,Eldon Fuller Ê,Claude Rasch Ê,Willow
46796,251,579,2,1,0,1,2,Peter Tomlinson Ê,Ahmed Sykes Ê,Pine
46797,276,276,1,1,1,1,2,Jonathan Calvin Ê,Kermit Beck Ê,Cypress
46798,238,238,1,1,0,1,2,Lady Pergande Ê,Irish Mcmillin Ê,Cypress
46799,273,273,1,1,1,1,2,Rickey Styron Ê,Bart Huth Ê,Orangewood
46800,232,232,1,1,1,1,2,Luciana Rampton Ê,Carlos Speaker Ê,Willow
46801,216,216,1,1,1,1,2,Dulce Keister Ê,Jackie Zuccaro Ê,Sequoia
46802,210,210,1,1,1,1,2,Destiny Fimbres Ê,Irish Mcmillin Ê,Cypress
46803,218,218,1,1,1,1,2,Rhoda Shrout Ê,Claude Rasch Ê,Willow
46804,250,250,1,0,0,0,2,Daniella Creswell Ê,Loura Wemple Ê,Willow
46805,250,250,1,1,0,0,2,Quinton Doner Ê,Alec Hassell Ê,Sequoia
46806,257,257,1,1,0,1,2,Marissa Plantz Ê,Bart Huth Ê,Orangewood
46807,223,223,1,1,1,1,2,Eldon Fuller Ê,Claude Rasch Ê,Willow
